amoblado,bathroom,baulera,bedroom,dimension,garage,latitud,longitud,neighborhood,price,status,type_offer,year_built,riesgo
0,4.0,0,3.0,464,0,-16.549179000000002,-68.088295,La Florida,450000.0,2,Venta,,moderado
0,4.0,0,3.0,232,1,-16.521906,-68.06019599999999,Achumani,215000.0,2,Venta,,alto
0,8.0,0,8.0,840,8,-16.54863,-68.08624300000001,La Florida,900000.0,2,Venta,,moderado
0,8.0,0,8.0,840,8,-16.54863,-68.08624300000001,La Florida,900000.0,2,Venta,,moderado
0,2.0,0,3.0,200,3,-16.533479999999997,-68.10333299999999,Seguencoma,210000.0,2,Venta,,bajo
0,4.0,0,3.0,237,1,-16.523027,-68.062752,Achumani,195000.0,2,Venta,,alto
0,3.0,0,4.0,320,2,-16.540998000000002,-68.067314,Cota Cota,349000.0,2,Venta,1998.0,moderado
0,4.0,0,4.0,317,3,-16.520485,-68.061142,Achumani,399000.0,2,Venta,,alto
0,4.0,0,5.0,420,3,-16.513432,-68.056923,Achumani,290000.0,2,Venta,2007.0,alto
1,4.0,0,3.0,227,2,-16.526332999999997,-68.051743,Achumani,150000.0,1,Venta,2016.0,alto
0,4.0,0,5.0,430,3,-16.545835,-68.08416,Calacoto,600000.0,2,Venta,,bajo
0,5.0,0,4.0,650,5,-16.56184,-68.092636,Aranjuez,640000.0,2,Venta,,moderado
0,3.0,0,3.0,350,2,-16.525864000000002,-68.106071,Obrajes,290000.0,2,Venta,,bajo
0,5.0,0,4.0,650,5,-16.56184,-68.092636,Aranjuez,640000.0,2,Venta,,moderado
0,4.0,0,4.0,260,2,-16.516829,-68.06210300000001,Achumani,280000.0,2,Venta,,alto
0,4.0,0,4.0,260,2,-16.516829,-68.06210300000001,Achumani,280000.0,1,Venta,,alto
0,5.0,0,4.0,420,2,-16.489689000000002,-68.119293,Miraflores,420000.0,2,Venta,,muy bajo
0,5.0,0,4.0,420,2,-16.489689000000002,-68.119293,Miraflores,420000.0,2,Venta,,muy bajo
0,5.0,0,4.0,500,6,-16.511997,-68.055832,Achumani,439000.0,2,Venta,,alto
0,3.0,0,4.0,270,2,-16.50861,-68.083313,Alto Irpavi,183000.0,2,Venta,2007.0,bajo
0,4.0,0,3.0,470,2,-16.489689000000002,-68.119293,Miraflores,500000.0,2,Venta,,muy bajo
0,4.0,0,3.0,470,2,-16.489689000000002,-68.119293,Miraflores,500000.0,2,Venta,,muy bajo
0,2.0,0,4.0,555,2,-17.816195999999998,-68.075409,Sopocachi,470000.0,2,Venta,1987.0,moderado
0,5.0,0,5.0,420,2,-16.512779000000002,-68.053574,Achumani,310000.0,2,Venta,2018.0,alto
0,5.0,0,3.0,780,4,-16.527569,-68.06308,Achumani,780000.0,2,Venta,2014.0,alto
0,3.0,0,4.0,317,4,-16.53064,-68.071404,Achumani,298000.0,2,Venta,,alto
0,5.0,0,5.0,324,3,-16.519012,-68.082802,Alto Irpavi,255000.0,2,Venta,,bajo
0,4.0,0,5.0,417,0,-16.494057,-68.123672,Miraflores,340000.0,2,Venta,,muy bajo
0,5.0,0,3.0,250,2,-16.526297,-68.065102,Achumani,275000.0,1,Venta,,alto
0,5.0,0,5.0,324,3,-16.519012,-68.082802,Alto Irpavi,255000.0,2,Venta,,bajo
0,4.0,0,5.0,360,3,-16.51156,-68.130341,Sopocachi,360000.0,2,Venta,,moderado
0,3.0,0,3.0,350,2,-16.523733,-68.05941,Achumani,565000.0,2,Venta,,alto
0,4.0,0,5.0,329,5,-16.516829,-68.06210300000001,Achumani,380000.0,2,Venta,,alto
0,6.0,0,4.0,451,5,-16.530622,-68.091637,Irpavi,650000.0,2,Venta,,moderado
0,4.0,0,4.0,297,2,-16.537321,-68.04675300000001,Chasquipampa,270000.0,2,Venta,,bajo
0,6.0,0,4.0,512,2,-16.520861,-68.05995899999999,Achumani,560000.0,2,Venta,,alto
0,4.0,0,5.0,329,5,-16.516829,-68.06210300000001,Achumani,380000.0,2,Venta,,alto
0,5.0,0,4.0,473,4,-16.511522,-68.055786,Achumani,625000.0,2,Venta,2014.0,alto
0,5.0,0,5.0,590,1,-16.547617000000002,-68.06813000000001,Auquisamaña,880000.0,2,Venta,,bajo
0,5.0,0,5.0,590,1,-16.547617000000002,-68.06813000000001,Auquisamaña,880000.0,2,Venta,,bajo
0,5.0,0,4.0,320,3,-16.526293,-68.07351700000001,Achumani,1500.0,2,Alquiler,2010.0,alto
0,6.0,0,4.0,400,2,-16.505924,-68.082748,Irpavi,1200.0,1,Alquiler,2017.0,moderado
0,5.0,0,4.0,400,2,-16.506021,-68.08285500000001,Irpavi,1100.0,2,Alquiler,2015.0,moderado
0,5.0,0,9.0,450,2,-16.514566000000002,-68.129395,Sopocachi,2200.0,2,Alquiler,,moderado
0,4.0,0,3.0,300,3,-16.514418,-68.062027,Achumani,2000.0,1,Alquiler,2018.0,alto
0,5.0,0,3.0,300,2,-16.548745999999998,-68.077827,Auquisamaña,2300.0,2,Alquiler,,bajo
0,7.0,0,5.0,680,3,-16.520388,-68.061852,Achumani,4800.0,2,Alquiler,,alto
0,4.0,1,4.0,298,1,-16.553951,-68.098961,Aranjuez,2000.0,2,Alquiler,,moderado
0,2.0,0,4.0,225,1,-16.511995000000002,-68.128395,Sopocachi,1200.0,2,Alquiler,,moderado
0,2.0,0,3.0,225,1,-16.515404,-68.12841800000001,Sopocachi,1000.0,2,Alquiler,,moderado
0,4.0,0,20.0,480,3,-16.499996,-68.118622,Miraflores,2700.0,2,Alquiler,2005.0,muy bajo
0,6.0,0,5.0,400,8,-16.541307,-68.086159,Calacoto,3000.0,2,Alquiler,2017.0,bajo
0,4.0,0,3.0,330,2,-16.563253,-68.09818299999999,Mallasilla,1600.0,2,Alquiler,,alto
0,5.0,0,4.0,375,3,-16.526505,-68.067513,Achumani,1500.0,2,Alquiler,,alto
0,3.0,0,4.0,208,2,-16.521805,-68.065208,Achumani,100000.0,1,Anticretico,,alto
1,6.0,0,4.0,380,3,-16.541365,-68.073463,Los Pinos,5000.0,2,Alquiler,,moderado
0,4.0,0,5.0,480,2,-16.521894,-68.057137,Achumani,95000.0,2,Anticretico,,alto
0,4.0,0,5.0,480,2,-16.521894,-68.057137,Achumani,95000.0,2,Anticretico,,alto
0,5.0,0,5.0,480,3,-16.518723,-68.061417,Achumani,115000.0,1,Anticretico,2010.0,alto
0,4.0,0,4.0,350,3,-16.529617000000002,-68.07907900000001,Koani,100000.0,2,Anticretico,,bajo
0,6.0,0,4.0,300,3,-16.547577,-68.088875,Calacoto,85000.0,1,Anticretico,,bajo
0,3.0,0,4.0,208,2,-16.518933999999998,-68.064667,Achumani,100000.0,2,Anticretico,,alto
0,3.0,0,3.0,350,2,-16.52194,-68.059189,Achumani,100000.0,2,Anticretico,,alto
0,3.0,0,3.0,350,1,-16.513166000000002,-68.05589300000001,Achumani,85000.0,2,Anticretico,,alto
0,3.0,0,3.0,208,2,-16.519241,-68.063858,Achumani,80000.0,1,Anticretico,,alto
0,5.0,0,6.0,380,2,-16.547684,-68.06405600000001,Cota Cota,125000.0,2,Anticretico,2012.0,moderado
1,3.0,0,4.0,270,1,-16.518728,-68.061485,Achumani,198000.0,2,Anticretico,,alto
0,3.0,0,3.0,250,0,-16.546572,-68.077187,San Miguel,75000.0,2,Anticretico,,bajo
0,4.0,0,4.0,300,2,-16.522038000000002,-68.087738,Irpavi,100000.0,2,Anticretico,,moderado
0,3.0,0,3.0,250,0,-16.546572,-68.077187,San Miguel,75000.0,2,Anticretico,,bajo
0,3.0,0,3.0,250,0,-16.539278,-68.088844,Calacoto,75000.0,2,Anticretico,2011.0,bajo
0,3.0,0,3.0,250,0,-16.545174,-68.082207,Calacoto,75000.0,1,Anticretico,,bajo
0,3.0,0,4.0,450,1,-16.529593,-68.1007,Obrajes,100000.0,2,Anticretico,,bajo
0,3.0,0,4.0,815,4,-16.524820000000002,-68.069801,Achumani,1100.0,2,Alquiler,,alto
1,6.0,0,4.0,380,2,-16.520203,-68.057343,Achumani,1800.0,2,Alquiler,,alto
1,5.0,0,4.0,420,4,-16.510012,-68.052734,Achumani,2100.0,2,Alquiler,,alto
0,3.0,0,4.0,815,4,-16.524820000000002,-68.069801,Achumani,1100.0,2,Alquiler,,alto
0,4.0,0,4.0,238,2,-16.518639,-68.064079,Achumani,1700.0,2,Alquiler,,alto
0,5.0,0,3.0,400,2,-16.540758,-68.063416,Cota Cota,1700.0,2,Alquiler,,moderado
0,5.0,0,3.0,400,2,-16.540758,-68.063416,Cota Cota,1700.0,2,Alquiler,,moderado
0,5.0,0,3.0,600,3,-15.089242,-68.524712,Mallasilla,2000.0,2,Alquiler,,alto
0,6.0,0,4.0,480,5,-16.559982,-68.09369699999999,Aranjuez,2100.0,2,Alquiler,,moderado
1,4.0,0,5.0,490,3,-16.514463,-68.061371,Achumani,2500.0,2,Alquiler,,alto
0,5.0,0,4.0,238,2,-16.530077,-68.07094599999999,Achumani,2000.0,1,Alquiler,,alto
0,5.0,0,4.0,650,5,-16.56184,-68.092636,Aranjuez,3000.0,2,Alquiler,,moderado
0,5.0,0,3.0,450,2,-16.515678,-68.06456,Achumani,2500.0,2,Alquiler,2016.0,alto
1,3.0,0,3.0,600,3,-16.542912,-68.05641899999999,Cota Cota,2500.0,2,Alquiler,,moderado
0,7.0,0,6.0,490,6,-16.551434,-68.068352,Auquisamaña,1200.0,2,Alquiler,,bajo
0,4.0,0,4.0,298,1,-16.551962,-68.094978,Aranjuez,2000.0,2,Alquiler,,moderado
0,4.0,0,4.0,220,3,-16.515133,-68.08371,Alto Irpavi,651.2301013024602,2,Alquiler,2006.0,bajo
0,4.0,0,4.0,400,2,-16.547642,-68.06562,Auquisamaña,1500.0,2,Alquiler,,bajo
0,3.0,0,4.0,250,1,-16.512966,-68.054932,Achumani,800.0,2,Alquiler,,alto
1,5.0,0,4.0,530,2,-16.559914000000003,-68.098984,Aranjuez,3000.0,2,Alquiler,,moderado
1,5.0,0,4.0,530,2,-16.559914000000003,-68.098984,Aranjuez,3000.0,2,Alquiler,,moderado
0,5.0,0,4.0,362,3,-16.537012,-68.073647,Calacoto,3000.0,2,Alquiler,,bajo
0,6.0,0,4.0,380,2,-16.507181,-68.083786,Irpavi,1200.0,2,Alquiler,,moderado
0,6.0,0,4.0,380,2,-16.507181,-68.083786,Irpavi,1200.0,2,Alquiler,,moderado
0,4.0,0,4.0,400,2,-16.54759,-68.067612,Auquisamaña,1500.0,2,Alquiler,,bajo
0,5.0,0,4.0,362,3,-16.537012,-68.073647,Calacoto,3000.0,2,Alquiler,,bajo
0,4.0,0,3.0,318,3,-16.520943,-68.081924,Alto Irpavi,900.0,2,Alquiler,,bajo
0,3.0,0,3.0,200,3,-16.51543,-68.059875,Achumani,2000.0,1,Alquiler,,alto
1,4.0,0,4.0,646,1,-16.52054,-68.05950899999999,Achumani,2900.0,2,Alquiler,,alto
0,3.0,0,4.0,300,3,-16.530895,-68.068832,Achumani,1500.0,2,Alquiler,1990.0,alto
0,3.0,0,4.0,300,3,-16.53089,-68.06881,Achumani,1500.0,2,Alquiler,1990.0,alto
0,4.0,0,3.0,220,2,-16.547601999999998,-68.088211,La Florida,1300.0,1,Alquiler,,moderado
0,6.0,0,4.0,480,3,-16.55986,-68.094727,Aranjuez,2100.0,2,Alquiler,2012.0,moderado
0,5.0,0,4.0,460,0,-16.566031,-68.112892,Mallasilla,2500.0,2,Alquiler,,alto
0,6.0,0,10.0,350,4,-16.542295000000003,-68.08847800000001,Calacoto,1900.0,2,Alquiler,,bajo
0,3.0,0,4.0,350,3,-16.527731,-68.085922,Irpavi,1400.0,2,Alquiler,,moderado
0,4.0,0,4.0,320,3,-16.531475,-68.072487,Achumani,1350.0,2,Alquiler,2011.0,alto
0,6.0,0,4.0,450,5,-16.560719,-68.092979,Aranjuez,2100.0,2,Alquiler,,moderado
0,1.0,0,4.0,165,1,-16.539495000000002,-68.09845,Seguencoma,650.0,2,Alquiler,,bajo
0,2.0,0,3.0,220,1,-16.525146,-68.109116,Obrajes,1200.0,2,Alquiler,,bajo
0,6.0,0,5.0,500,5,-16.542103,-68.088188,Calacoto,4000.0,2,Alquiler,1992.0,bajo
0,5.0,0,20.0,400,3,-16.49391,-68.121284,Miraflores,2700.0,2,Alquiler,,muy bajo
0,6.0,0,8.0,720,5,-16.527456,-68.103104,Obrajes,2000.0,2,Alquiler,1990.0,bajo
0,5.0,0,4.0,380,2,-16.50403,-68.07907900000001,Irpavi,1200.0,2,Alquiler,2013.0,moderado
0,5.0,0,4.0,500,2,-16.542986,-68.089088,Calacoto,2300.0,2,Alquiler,,bajo
0,3.0,0,3.0,500,2,-16.502910999999997,-68.079697,Irpavi,750.0,2,Alquiler,,moderado
0,4.0,0,3.0,280,2,-16.529336999999998,-68.04863,Achumani,900.0,2,Alquiler,,alto
0,5.0,0,3.0,462,4,-16.518023,-68.06231700000001,Achumani,2000.0,2,Alquiler,2005.0,alto
0,7.0,0,4.0,500,5,-16.516911,-68.057724,Achumani,2500.0,2,Alquiler,,alto
0,3.0,0,3.0,500,2,-16.502910999999997,-68.079697,Irpavi,750.0,2,Alquiler,,moderado
0,5.0,0,4.0,500,2,-16.541225,-68.06100500000001,Cota Cota,2200.0,2,Alquiler,2000.0,moderado
0,9.0,0,5.0,740,2,-16.534643,-68.078285,Achumani,2000.0,2,Alquiler,2011.0,alto
0,5.0,0,7.0,761,3,-16.494694,-68.120407,Miraflores,2098.408104196816,2,Alquiler,2001.0,muy bajo
0,4.0,0,8.0,761,3,-16.503618,-68.117676,Miraflores,2098.408104196816,2,Alquiler,2004.0,muy bajo
0,6.0,0,5.0,600,2,-16.510855,-68.054695,Achumani,2500.0,2,Alquiler,,alto
0,5.0,0,4.0,400,3,-16.522739,-68.065315,Achumani,2000.0,2,Alquiler,2010.0,alto
0,9.0,0,5.0,740,2,-16.5341,-68.07643900000001,Achumani,2600.0,2,Alquiler,,alto
0,5.0,0,4.0,450,2,-16.554012,-68.094536,Aranjuez,2100.0,2,Alquiler,,moderado
0,1.0,0,3.0,200,2,-16.54427,-68.07821700000001,San Miguel,1100.0,2,Alquiler,,bajo
